Customer,Year,Date,QC_Number,Customer Complaint,DTC,Failure Analysis,Warranty Decision,Supplier,Mileage,Partnumber,Family
TATA,2022,2022-09-06 0:00:00,QC-2022-1972,Rough idling,"U0100, P3094, P0312, P0307, P12D1",Track burnt due to EOS,According to Specification,Valeo,8457KM,2784.913.650,JR 19.6.84
Hyundai,2023,2023-10-25 0:00:00,QC-2023-3141,Engine overheating,"P060D, P0117, P00AB, P1D3E, P1604",ASIC CJ327 failure due to EOS,Production Failure,Bosch,37833KM,8795.234.106,KF 28.4.63
Kia,2024,2024-10-15 0:00:00,QC-2024-4269,Engine overheating,"P30CA, P0116, P2184, P007D, P00AD",controller failure due to supplier production failure,Production Failure,STM,12843KM,7016.423.895,AE 48.7.13
TATA,2024,2024-04-16 0:00:00,QC-2024-7109,Engine overheating,"P060D, P052F, P20FF, P30CA, P011A",Track burnt due to EOS,Customer Failure,Hanon,37661KM,1647.098.753,QW 56.2.90
M&M,2022,2022-03-10 0:00:00,QC-2022-5007,Engine overheating,"P30CB, P30C6, P007D",controller failure due to supplier production failure,Production Failure,,37833KM,5938.761.204,JR 19.6.84
Toyota,2021,2021-12-17 0:00:00,QC-2021-7609,Rough idling,"P31B1, P12AA, P0357, P12DB, P2324",controller failure due to supplier production failure,Production Failure,,9915KM,6508.317.492,JR 19.6.84
Ashok Leyland,2021,2021-01-04 0:00:00,QC-2021-1568,Engine overheating,"P00B2, P00AD",Connector damage,Production Failure,,33238KM,7689.145.203,BX 42.3.17
Hyundai,2019,2019-03-05 0:00:00,QC-2019-1686,Rough idling,"P0455, P0275",Sensor short due to moisture,Production Failure,,11770KM,1647.098.753,SL 67.9.25
Hyundai,2023,2023-02-28 0:00:00,QC-2023-2866,High fuel consumption,"P052F, P1D43, U0115",Connector damage,According to Specification,Bosch,5743KM,2784.913.650,AE 48.7.13
Honda,2023,2023-04-13 0:00:00,QC-2023-2240,Vehicle not starting,"U0212, P0605, P3050",Connector damage,According to Specification,Bosch,26439KM,7016.423.895,PG 33.6.59
TATA,2020,2020-06-08 0:00:00,QC-2020-5629,Rough idling,"P0301, U019C, P2346, P0606, P3098",NTF,Production Failure,Bosch,26439KM,3074.928.615,DM 39.1.76
Toyota,2021,2021-02-26 0:00:00,QC-2021-6229,Vehicle not starting,"P0301, U0415, U0114, U0429, U10C2",ASIC CJ327 failure due to EOS,Customer Failure,STM,12843KM,7016.423.895,BX 42.3.17
Hyundai,2020,2020-09-21 0:00:00,QC-2020-6252,Brake warning light ON,"P0455, U0442, U0429, P1D4A",Connector damage,Customer Failure,Hanon,26439KM,2163.879.045,JR 19.6.84
Kia,2024,2024-10-19 0:00:00,QC-2024-2210,Vehicle not starting,"P06F9, P0686",NTF,Production Failure,,54935KM,3847.291.506,YC 72.4.61
Kia,2021,2021-11-29 0:00:00,QC-2021-3969,Rough idling,"P0607, P11C7, P12AD",ASIC CJ327 failure due to EOS,According to Specification,,37390KM,9241.653.870,QW 56.2.90
M&M,2019,2019-08-05 0:00:00,QC-2019-7227,Starting Problem,"P0301, P1610, U0141, U0131, P1658",NTF,Production Failure,Hanon,17315KM,4382.510.967,WK 83.2.50
Hyundai,2020,2020-05-20 0:00:00,QC-2020-4823,High fuel consumption,"U0100, P060A, P0560, P3095, P2610",Connector damage,Customer Failure,Delphi,2047KM,1293.847.562,SL 67.9.25
Toyota,2023,2023-12-24 0:00:00,QC-2023-9294,Rough idling,"P0203, P31C0",ASIC CJ327 failure due to EOS,Customer Failure,STM,90KM,3074.928.615,WK 83.2.50
Honda,2022,2022-08-21 0:00:00,QC-2022-4123,Low pickup,"P1603, P3098, U140A, P2123",Connector damage,Production Failure,,40337KM,7689.145.203,ME 17.9.71
Hyundai,2024,2024-05-06 0:00:00,QC-2024-8866,Engine overheating,"P3094, P3097, P0651, P1D4A",Track burnt due to EOS,According to Specification,Bosch,40337KM,2784.913.650,AE 48.7.13
TATA,2019,2019-02-13 0:00:00,QC-2019-8488,Engine overheating,"P0455, P30CC, P2183",controller failure due to supplier production failure,According to Specification,Valeo,12934KM,1293.847.562,QW 56.2.90
Toyota,2022,2022-11-11 0:00:00,QC-2022-9128,OBD Light ON,"P0455, U0100",NTF,According to Specification,STM,9915KM,8459.067.312,BX 42.3.17
Toyota,2023,2023-02-09 0:00:00,QC-2023-7816,OBD Light ON,"U0301, P0611",ASIC CJ327 failure due to EOS,Production Failure,Valeo,433KM,5938.761.204,NZ 21.8.44
TATA,2021,2021-02-22 0:00:00,QC-2021-5865,Brake warning light ON,"P0651, P1387, P1D44",NTF,Production Failure,STM,90KM,9241.653.870,SL 67.9.25
Toyota,2023,2023-02-23 0:00:00,QC-2023-5361,Vehicle not starting,"U0100, U010C, U0212",Connector damage,Customer Failure,Valeo,8457KM,3271.584.960,NZ 21.8.44
Toyota,2021,2021-02-04 0:00:00,QC-2021-5805,Vehicle not starting,"U0100, P0455, U0404, P3096, P3049",controller failure due to supplier production failure,Production Failure,,37833KM,2784.913.650,BX 42.3.17
Hyundai,2019,2019-03-25 0:00:00,QC-2019-9291,OBD Light ON,"P2610, P20FF, P1610, P1D49, P3093",ASIC CJ327 failure due to EOS,According to Specification,Delphi,12934KM,8459.067.312,ME 17.9.71
Toyota,2023,2023-12-15 0:00:00,QC-2023-5086,Starting Problem,"P06D1, U0452, U0414",NTF,According to Specification,STM,10120KM,7016.423.895,YC 72.4.61
M&M,2024,2024-10-31 0:00:00,QC-2024-8109,Vehicle not starting,"P0301, U049D, U0499, U0407",Connector damage,According to Specification,STM,32893KM,1647.098.753,WK 83.2.50
Hyundai,2020,2020-02-29 0:00:00,QC-2020-6798,Rough idling,"P11D9, P0290, P12DF",Connector damage,According to Specification,Delphi,40337KM,1647.098.753,KF 28.4.63
Kia,2023,2023-04-21 0:00:00,QC-2023-5054,Vehicle not starting,"U0417, P1939, U10F1, U101D, U0404",Connector damage,Production Failure,Hanon,670KM,6103.825.479,ME 17.9.71
Toyota,2021,2021-08-22 0:00:00,QC-2021-1428,Low pickup,"P1559, P06A3, P3325",controller failure due to supplier production failure,According to Specification,,433KM,1293.847.562,JR 19.6.84
Hyundai,2023,2023-10-04 0:00:00,QC-2023-7167,High fuel consumption,"P1603, P06A3, U0414, U0112, U0322",NTF,Production Failure,Bosch,5397KM,1293.847.562,KF 28.4.63
Hyundai,2023,2023-11-22 0:00:00,QC-2023-4755,Vehicle not starting,"U10C2, P1D44, U0417, P1604, U0212",NTF,Production Failure,,151KM,6103.825.479,WK 83.2.50
Hyundai,2021,2021-07-14 0:00:00,QC-2021-2457,OBD Light ON,"P0301, P3092, P0600, U0442, P3097",Sensor short due to moisture,Production Failure,STM,62291KM,9241.653.870,JR 19.6.84
Ashok Leyland,2020,2020-01-29 0:00:00,QC-2020-9548,Low pickup,"P1D3D, P1D43",ASIC CJ327 failure due to EOS,Production Failure,Delphi,8457KM,9241.653.870,TR 15.7.82
Honda,2024,2024-12-13 0:00:00,QC-2024-4282,Starting Problem,"U0132, P1386",ASIC CJ327 failure due to EOS,Customer Failure,Hanon,27952KM,5938.761.204,HV 14.5.38
M&M,2022,2022-02-18 0:00:00,QC-2022-4249,Engine jerking during acceleration,"P1D3C, P1D3B, P1D40, P3099, P3096",Sensor short due to moisture,According to Specification,Delphi,2047KM,5612.748.093,SL 67.9.25
Hyundai,2024,2024-09-22 0:00:00,QC-2024-8183,High fuel consumption,"P1610, P3097, P1D3B, P0560, P3092",Track burnt due to EOS,According to Specification,,27952KM,2784.913.650,DM 39.1.76
Kia,2023,2023-09-20 0:00:00,QC-2023-3099,Low pickup,"P0455, P0651",Sensor short due to moisture,According to Specification,STM,16528KM,3271.584.960,QW 56.2.90
Honda,2023,2023-03-01 0:00:00,QC-2023-1070,Engine jerking during acceleration,"P0301, U140A, U0212",NTF,Production Failure,Valeo,62291KM,9067.342.185,DM 39.1.76
M&M,2024,2024-09-05 0:00:00,QC-2024-2845,Vehicle not starting,"P0611, U100A, P0605, P160A",Track burnt due to EOS,According to Specification,Bosch,59029KM,2784.913.650,NZ 21.8.44
Hyundai,2022,2022-12-28 0:00:00,QC-2022-4118,Starting Problem,"P0615, U0111",ASIC CJ327 failure due to EOS,Production Failure,Hanon,54935KM,4382.510.967,KF 28.4.63
Ashok Leyland,2024,2024-11-30 0:00:00,QC-2024-7056,Starting Problem,"P0455, P163E, U0121",Track burnt due to EOS,Production Failure,,151KM,9067.342.185,JR 19.6.84
Honda,2024,2024-06-03 0:00:00,QC-2024-2647,Vehicle not starting,"U1006, P0616",controller failure due to supplier production failure,According to Specification,STM,59029KM,4521.673.841,DM 39.1.76
Honda,2023,2023-07-05 0:00:00,QC-2023-8875,Engine overheating,"U0100, P1D3B, P305C, P007D, P2185",Track burnt due to EOS,According to Specification,,90KM,5612.748.093,AE 48.7.13
M&M,2019,2019-08-30 0:00:00,QC-2019-9749,Rough idling,"P3397, P0291, P3388",Connector damage,According to Specification,Bosch,62291KM,6103.825.479,BX 42.3.17
TATA,2021,2021-07-30 0:00:00,QC-2021-5538,Rough idling,"P029D, P11C3, P132B, P0210, P11B2",controller failure due to supplier production failure,Customer Failure,STM,26439KM,2784.913.650,ME 17.9.71
Honda,2022,2022-12-11 0:00:00,QC-2022-9436,Engine jerking during acceleration,"P3098, U0100, P1686, P1387",Track burnt due to EOS,According to Specification,STM,10098KM,3271.584.960,JR 19.6.84
Kia,2021,2021-05-28 0:00:00,QC-2021-6597,Brake warning light ON,"U0141, P2247, P06A3, P0607, U0413",NTF,According to Specification,Bosch,26439KM,8795.234.106,PG 33.6.59
Kia,2024,2024-02-23 0:00:00,QC-2024-4464,Engine overheating,"P0116, P1D3C, P1602, P060D",ASIC CJ327 failure due to EOS,According to Specification,,8457KM,3271.584.960,AE 48.7.13
M&M,2021,2021-10-03 0:00:00,QC-2021-5314,Low pickup,"P1D49, P3036, P2107, P1388",controller failure due to supplier production failure,According to Specification,Bosch,8457KM,9067.342.185,CF 26.8.47
TATA,2024,2024-07-26 0:00:00,QC-2024-6681,High fuel consumption,"P0455, P1603, U0115, U0106",NTF,According to Specification,Bosch,5743KM,8459.067.312,SL 67.9.25
TATA,2019,2019-02-06 0:00:00,QC-2019-5240,OBD Light ON,"P1603, P1D3B",Connector damage,Production Failure,Bosch,16528KM,4382.510.967,WK 83.2.50
Honda,2024,2024-09-07 0:00:00,QC-2024-7647,Engine jerking during acceleration,"P0651, P3092, P211F, P151B, P0607",ASIC CJ327 failure due to EOS,Customer Failure,,33238KM,2784.913.650,NZ 21.8.44
TATA,2021,2021-02-08 0:00:00,QC-2021-3990,Engine jerking during acceleration,"P1610, P0600, P3325, P068B, P20FF",controller failure due to supplier production failure,Customer Failure,STM,5397KM,7834.156.920,TR 15.7.82
Honda,2019,2019-05-31 0:00:00,QC-2019-8214,Vehicle not starting,"P2247, U0235",NTF,According to Specification,Bosch,26439KM,3847.291.506,CF 26.8.47
Kia,2024,2024-12-29 0:00:00,QC-2024-4196,Low pickup,"P0455, P1D43, P212C",Connector damage,According to Specification,,18324KM,3271.584.960,WK 83.2.50
Hyundai,2023,2023-06-04 0:00:00,QC-2023-5898,Engine jerking during acceleration,"P0455, P1388, P20FF, P1D4A, P3095",Sensor short due to moisture,Production Failure,STM,670KM,6103.825.479,CF 26.8.47
Kia,2021,2021-10-15 0:00:00,QC-2021-1547,OBD Light ON,"P0455, U0115, P06F9",Track burnt due to EOS,According to Specification,STM,40337KM,8795.234.106,YC 72.4.61
Honda,2022,2022-09-30 0:00:00,QC-2022-9437,Vehicle not starting,"P1682, P1D43",Connector damage,Customer Failure,Valeo,10098KM,3074.928.615,HV 14.5.38
Kia,2024,2024-07-21 0:00:00,QC-2024-7222,OBD Light ON,"P3092, P1D44, P1D3C, P052F",Connector damage,Production Failure,STM,67219KM,4382.510.967,HV 14.5.38
Ashok Leyland,2021,2021-03-30 0:00:00,QC-2021-3913,Low pickup,"P060D, P2247, P211C, P2133",controller failure due to supplier production failure,Production Failure,,12843KM,6508.317.492,NZ 21.8.44
Honda,2024,2024-02-09 0:00:00,QC-2024-2809,Rough idling,"P0210, P000A, P3397, P31AC, P1536",NTF,Production Failure,Hanon,16528KM,1647.098.753,SL 67.9.25
TATA,2022,2022-05-03 0:00:00,QC-2022-1648,Low pickup,"U0301, U0442",controller failure due to supplier production failure,Customer Failure,STM,17002KM,9241.653.870,QW 56.2.90
TATA,2020,2020-07-22 0:00:00,QC-2020-7480,Engine jerking during acceleration,"P0301, P3093, P1D3D, P068B",Track burnt due to EOS,Customer Failure,Hanon,18324KM,3847.291.506,JR 19.6.84
Ashok Leyland,2022,2022-10-29 0:00:00,QC-2022-6388,Engine jerking during acceleration,"P0301, P0651, P060F, P1D3C",controller failure due to supplier production failure,Customer Failure,Delphi,12843KM,5612.748.093,HV 14.5.38
Toyota,2024,2024-07-22 0:00:00,QC-2024-1841,Low pickup,"P210B, P1D3E",Track burnt due to EOS,Production Failure,STM,26439KM,9241.653.870,ME 17.9.71
Kia,2021,2021-08-23 0:00:00,QC-2021-4947,High fuel consumption,"U0100, P1386, P3095, P151B, P06B0",Connector damage,Production Failure,Hanon,37390KM,7016.423.895,CF 26.8.47
Toyota,2022,2022-04-16 0:00:00,QC-2022-1631,Vehicle not starting,"U0100, P1D42, P1686, U100F",Sensor short due to moisture,Customer Failure,Delphi,32893KM,4521.673.841,BX 42.3.17
Toyota,2020,2020-02-28 0:00:00,QC-2020-6819,OBD Light ON,"P0301, U0115, P068B, P1388, U0401",controller failure due to supplier production failure,According to Specification,Bosch,11770KM,3074.928.615,QW 56.2.90
TATA,2023,2023-04-19 0:00:00,QC-2023-5276,Engine jerking during acceleration,"P0301, P068B, U0401",Track burnt due to EOS,According to Specification,STM,62291KM,8459.067.312,NZ 21.8.44
Honda,2024,2024-12-11 0:00:00,QC-2024-9221,High fuel consumption,"U0469, U1122",NTF,Customer Failure,Delphi,67219KM,1647.098.753,QW 56.2.90
Toyota,2019,2019-01-24 0:00:00,QC-2019-1705,Vehicle not starting,"U0100, P06D2, P0616, P068A",NTF,According to Specification,Hanon,10120KM,3074.928.615,TR 15.7.82
Ashok Leyland,2019,2019-02-18 0:00:00,QC-2019-9636,OBD Light ON,"P060A, P1686, P1604, P052F, P1388",Sensor short due to moisture,Customer Failure,Valeo,5743KM,5612.748.093,ME 17.9.71
Toyota,2022,2022-06-29 0:00:00,QC-2022-3898,Starting Problem,"P0600, P160A, P1D3C, U0132",controller failure due to supplier production failure,Customer Failure,,46784KM,4521.673.841,BX 42.3.17
Toyota,2023,2023-07-12 0:00:00,QC-2023-4073,OBD Light ON,"P0455, P3092, P1610, P1D41, P0611",Track burnt due to EOS,According to Specification,,32893KM,1293.847.562,YC 72.4.61
Hyundai,2022,2022-02-22 0:00:00,QC-2022-5264,Low pickup,"P2100, U0307, P052F, P2107, P2106",NTF,Production Failure,Valeo,18324KM,2163.879.045,QW 56.2.90
M&M,2020,2020-03-20 0:00:00,QC-2020-1098,Brake warning light ON,"U0419, P060D, P1D3E, P1D41",Track burnt due to EOS,Production Failure,STM,59029KM,8795.234.106,BX 42.3.17
TATA,2023,2023-03-26 0:00:00,QC-2023-8537,Starting Problem,"U0499, U0128, U0100, U049C, P1D43",NTF,According to Specification,Bosch,9065KM,3271.584.960,PG 33.6.59
Toyota,2022,2022-10-15 0:00:00,QC-2022-1021,Engine overheating,"P0116, P2184, P2183",Sensor short due to moisture,Production Failure,Hanon,62291KM,1293.847.562,PG 33.6.59
Hyundai,2022,2022-10-19 0:00:00,QC-2022-7162,Vehicle not starting,"U1207, U0028, P0616",NTF,Customer Failure,Valeo,33238KM,8795.234.106,AE 48.7.13
Toyota,2021,2021-02-22 0:00:00,QC-2021-1339,Brake warning light ON,"P1D49, P1D3B, P1D3F",Sensor short due to moisture,Production Failure,,670KM,8459.067.312,PG 33.6.59
Kia,2019,2019-11-12 0:00:00,QC-2019-5170,Vehicle not starting,"U0202, U0028, P3093, U10E5, U0322",Connector damage,Customer Failure,STM,40337KM,2784.913.650,BX 42.3.17
Toyota,2020,2020-10-19 0:00:00,QC-2020-8721,Engine overheating,"P163E, P052F, P007D",ASIC CJ327 failure due to EOS,Production Failure,Bosch,54935KM,5612.748.093,AE 48.7.13
Ashok Leyland,2020,2020-03-06 0:00:00,QC-2020-5107,Engine overheating,"P007B, P0116",Connector damage,Production Failure,Delphi,5397KM,3271.584.960,DM 39.1.76
TATA,2024,2024-01-31 0:00:00,QC-2024-5530,OBD Light ON,"P2610, P1604",Track burnt due to EOS,According to Specification,Valeo,59029KM,2784.913.650,PG 33.6.59
Ashok Leyland,2024,2024-10-08 0:00:00,QC-2024-8662,Rough idling,"P0285, P317D, P31B6, P12BC",Sensor short due to moisture,Production Failure,Delphi,574KM,7016.423.895,QW 56.2.90
TATA,2024,2024-08-27 0:00:00,QC-2024-2239,Low pickup,"P1559, P06D1",Connector damage,According to Specification,,62291KM,5612.748.093,SL 67.9.25
Ashok Leyland,2020,2020-02-07 0:00:00,QC-2020-6057,Vehicle not starting,"U0100, P1658, U049D",Connector damage,Production Failure,Valeo,37390KM,4521.673.841,JR 19.6.84
M&M,2024,2024-05-20 0:00:00,QC-2024-7862,Vehicle not starting,"P1932, P1640, P0607, U0421, U0130",controller failure due to supplier production failure,Customer Failure,Hanon,10098KM,6103.825.479,DM 39.1.76
Kia,2023,2023-12-06 0:00:00,QC-2023-9817,Engine overheating,"P0455, P30CE, P30C6",Sensor short due to moisture,Customer Failure,,433KM,9241.653.870,QW 56.2.90
Honda,2024,2024-03-23 0:00:00,QC-2024-1164,Low pickup,"U0302, P1D41, U0428",NTF,Customer Failure,Delphi,18324KM,5938.761.204,YC 72.4.61
M&M,2019,2019-08-12 0:00:00,QC-2019-9361,Engine jerking during acceleration,"P3095, P3093, P3097, P1603",Connector damage,Customer Failure,,46784KM,5612.748.093,YC 72.4.61
M&M,2021,2021-11-27 0:00:00,QC-2021-2188,Engine overheating,"P1604, P068B, U0442, P0128, P007C",ASIC CJ327 failure due to EOS,Production Failure,Bosch,18324KM,9067.342.185,YC 72.4.61
Toyota,2022,2022-12-15 0:00:00,QC-2022-3073,Starting Problem,"U0100, U030B, U0305, U0323",ASIC CJ327 failure due to EOS,Production Failure,STM,15214KM,9067.342.185,BX 42.3.17
Toyota,2020,2020-04-15 0:00:00,QC-2020-8981,Engine overheating,"P3377, P007D, U140A, P163E",ASIC CJ327 failure due to EOS,Customer Failure,Delphi,86471KM,9241.653.870,BX 42.3.17
M&M,2019,2019-04-26 0:00:00,QC-2019-7344,OBD Light ON,"P1602, P1686, P3325",Connector damage,According to Specification,STM,32893KM,7689.145.203,KF 28.4.63
M&M,2024,2024-12-11 0:00:00,QC-2024-5658,Brake warning light ON,"U0130, P052F, P0611",Connector damage,Customer Failure,Valeo,10098KM,8459.067.312,SL 67.9.25
Kia,2022,2022-06-07 0:00:00,QC-2022-6018,Engine overheating,"P0116, P011F, P0118",controller failure due to supplier production failure,Customer Failure,Delphi,670KM,4382.510.967,KF 28.4.63
Honda,2023,2023-04-26 0:00:00,QC-2023-7909,Engine jerking during acceleration,"P3098, P3325, P061C",Connector damage,Customer Failure,Delphi,16528KM,1647.098.753,AE 48.7.13
TATA,2019,2019-03-21 0:00:00,QC-2019-7955,Engine jerking during acceleration,"P0651, P1686, P0560, P1D44",Connector damage,Production Failure,Valeo,10098KM,7016.423.895,TR 15.7.82
Honda,2021,2021-05-29 0:00:00,QC-2021-2598,OBD Light ON,"P1603, P3098",Connector damage,According to Specification,Bosch,90KM,9067.342.185,BX 42.3.17
Ashok Leyland,2023,2023-05-24 0:00:00,QC-2023-4993,Engine jerking during acceleration,"P0607, P052F",controller failure due to supplier production failure,Production Failure,,574KM,8795.234.106,BX 42.3.17
Hyundai,2023,2023-04-06 0:00:00,QC-2023-5780,Starting Problem,"P1D3B, P0605, U0401, U0422",Sensor short due to moisture,According to Specification,,9915KM,7016.423.895,NZ 21.8.44
Kia,2022,2022-10-03 0:00:00,QC-2022-1646,High fuel consumption,"P060D, P0611, P0641, P061C",Connector damage,According to Specification,Valeo,670KM,9067.342.185,HV 14.5.38
Hyundai,2023,2023-07-22 0:00:00,QC-2023-7322,OBD Light ON,"P3095, P061C, P2247, P0607, P0606",ASIC CJ327 failure due to EOS,According to Specification,STM,10120KM,2784.913.650,AE 48.7.13
Hyundai,2019,2019-02-12 0:00:00,QC-2019-5620,Low pickup,"P2127, P210D, P2102, P210C",ASIC CJ327 failure due to EOS,Production Failure,Bosch,151KM,2784.913.650,QW 56.2.90
Honda,2019,2019-11-02 0:00:00,QC-2019-3416,Vehicle not starting,"U0235, P160A, U1207, P06A3",Track burnt due to EOS,According to Specification,Delphi,16528KM,4521.673.841,KF 28.4.63
Hyundai,2020,2020-04-21 0:00:00,QC-2020-2003,Engine jerking during acceleration,"U0422, P3095, U0301, U0499",NTF,Production Failure,Bosch,17002KM,6508.317.492,HV 14.5.38
TATA,2024,2024-01-09 0:00:00,QC-2024-8823,Brake warning light ON,"U1121, U0202, P1686, P060F",Track burnt due to EOS,Production Failure,Bosch,17002KM,4521.673.841,YC 72.4.61
Toyota,2021,2021-12-08 0:00:00,QC-2021-9620,Starting Problem,"P061C, P0685, P0AA6",Track burnt due to EOS,Production Failure,,37833KM,7689.145.203,WK 83.2.50
Ashok Leyland,2024,2024-08-12 0:00:00,QC-2024-1947,OBD Light ON,"P0641, P3096, U0115",Sensor short due to moisture,According to Specification,,67219KM,6103.825.479,YC 72.4.61
M&M,2024,2024-10-06 0:00:00,QC-2024-3326,High fuel consumption,"P0301, U0100",ASIC CJ327 failure due to EOS,Production Failure,STM,27952KM,3847.291.506,CF 26.8.47
