Customer,Year,Date,QC_Number,Customer Complaint,DTC,Voltage,Failure Analysis,Warranty Decision,Supplier,Mileage_km
Honda,2022,2022-05-27,QC-2022-096788,Brake warning light ON,C0265,12.17,Connector damage,Production Failure,Bosch,24071
Toyota,2020,2020-08-13,QC-2020-096789,Multiple warning lights ON,"U0155, P0616, P0694, U0101",18.36,Track burnt due to EOS,Customer Failure,Bosch,60636
Kia,2025,2025-12-03,QC-2025-096790,Engine overheating,"P0111, P0420",12.59,Sensor short due to moisture,Customer Failure,Bosch,46962
TATA,2025,2025-10-18,QC-2025-096791,Battery warning light ON,"P0601, P0607, P0604, U0100",15.42,ASIC CJ327 failure due to EOS,Customer Failure,Delphi,67367
Honda,2020,2020-02-04,QC-2020-096792,Multiple warning lights ON,"U0037, P0171",10.82,controller failure due to supplier production failure,According to Specification,Delphi,17575
Ashok Leyland,2025,2025-04-23,QC-2025-096793,High fuel consumption,P0171,13.83,NTF,According to Specification,STM,22480
Honda,2025,2025-07-08,QC-2025-096794,Starting Problem,U0155,12.96,NTF,According to Specification,Delphi,42609
Hyundai,2025,2025-08-09,QC-2025-096795,Battery warning light ON,"P0300, P0355",17.81,Track burnt due to EOS,Customer Failure,Valeo,62327
Hyundai,2025,2025-05-30,QC-2025-096796,Engine jerking during acceleration,"P0302, P0354, U0001, U0100, U0101",18.9,Track burnt due to EOS,Customer Failure,Delphi,77703
M&M,2025,2025-01-15,QC-2025-096797,Brake warning light ON,C0265,13.07,Connector damage,Customer Failure,Delphi,30003
Hyundai,2023,2023-09-06,QC-2023-096798,Starting Problem,"P0301, P0302, P0616, P0617",16.25,Track burnt due to EOS,Customer Failure,Delphi,13792
Toyota,2023,2023-06-09,QC-2023-096799,Transmission jerking,U0101,10.25,controller failure due to supplier production failure,Production Failure,STM,28725
Kia,2025,2025-06-13,QC-2025-096800,OBD Light ON,P0457,12.96,NTF,According to Specification,Valeo,13727
Honda,2025,2025-10-14,QC-2025-096801,Low pickup,"P0604, P0601",14.97,ASIC CJ327 failure due to EOS,Production Failure,STM,50375
Honda,2025,2025-03-19,QC-2025-096802,ABS warning light ON,"B2960, C0051",12.84,Connector damage,Production Failure,Valeo,101689
Hyundai,2024,2024-02-04,QC-2024-096803,OBD Light ON,,13.44,NTF,According to Specification,Bosch,15509
TATA,2025,2025-02-13,QC-2025-096804,Brake warning light ON,"C0265, P0325",13.92,Connector damage,Production Failure,Bosch,1757
Ashok Leyland,2025,2025-05-05,QC-2025-096805,Starting Problem,"P0302, P0300, P0355",16.97,Track burnt due to EOS,Customer Failure,STM,51170
Honda,2024,2024-06-04,QC-2024-096806,Engine overheating,,13.45,NTF,According to Specification,Delphi,61822
Toyota,2021,2021-08-12,QC-2021-096807,Multiple warning lights ON,U0128,10.19,controller failure due to supplier production failure,Production Failure,Bosch,7205
TATA,2023,2023-11-23,QC-2023-096808,OBD Light ON,,13.22,NTF,According to Specification,Bosch,23610
M&M,2023,2023-03-22,QC-2023-096809,Vehicle not starting,"P0563, P0300, P0302, P0617, U0155, P0616",17.97,Track burnt due to EOS,Customer Failure,Valeo,176738
M&M,2022,2022-09-21,QC-2022-096810,Starting Problem,C0265,13.22,Connector damage,Production Failure,Bosch,69866
Hyundai,2023,2023-02-05,QC-2023-096811,Engine overheating,,12.78,NTF,According to Specification,STM,125268
Toyota,2024,2024-11-29,QC-2024-096812,Vehicle not starting,"P1682, P0356, P0620",20.66,Track burnt due to EOS,Customer Failure,Valeo,69152
Toyota,2023,2023-02-05,QC-2023-096813,Brake warning light ON,"C0082, B1045, C0265",14.36,Connector damage,Production Failure,Valeo,107493
Kia,2025,2025-05-10,QC-2025-096814,OBD Light ON,,13.5,NTF,According to Specification,Bosch,46915
Toyota,2023,2023-02-15,QC-2023-096815,Multiple warning lights ON,U0073,10.45,controller failure due to supplier production failure,Production Failure,Bosch,9691
Hyundai,2024,2024-08-29,QC-2024-096816,Starting Problem,,14.1,NTF,According to Specification,STM,12852
Kia,2025,2025-01-03,QC-2025-096817,Starting Problem,"P0562, P0563",15.53,ASIC CJ327 failure due to EOS,Customer Failure,STM,104749
Ashok Leyland,2021,2021-07-04,QC-2021-096818,Rough idling,P0340,12.75,NTF,According to Specification,Bosch,60370
M&M,2020,2020-09-21,QC-2020-096819,Low pickup,P0341,13.19,NTF,According to Specification,STM,24418
Hyundai,2025,2025-05-29,QC-2025-096820,Engine overheating,,13.15,NTF,According to Specification,Valeo,45356
M&M,2024,2024-07-02,QC-2024-096821,Engine overheating,,13.31,NTF,According to Specification,Valeo,18828
Toyota,2024,2024-12-25,QC-2024-096822,High fuel consumption,,12.33,NTF,According to Specification,Hanon,30354
Toyota,2021,2021-09-11,QC-2021-096823,OBD Light ON,,13.33,NTF,According to Specification,Hanon,213193
Ashok Leyland,2021,2021-09-02,QC-2021-096824,Engine stalling,"P0197, P0196",12.62,Sensor short due to moisture,Customer Failure,Bosch,29120
Toyota,2022,2022-01-30,QC-2022-096825,OBD Light ON,P0328,13.91,NTF,According to Specification,Bosch,31547
Honda,2025,2025-05-07,QC-2025-096826,Battery warning light ON,"P0562, U0101, U0100, P0563",18.13,Track burnt due to EOS,Customer Failure,Delphi,90609
Ashok Leyland,2023,2023-11-16,QC-2023-096827,Rough idling,P0340,13.2,NTF,According to Specification,Bosch,48712
M&M,2025,2025-07-21,QC-2025-096828,Low pickup,P0608,15.17,ASIC CJ327 failure due to EOS,Production Failure,Delphi,44344
Kia,2022,2022-06-14,QC-2022-096829,Battery warning light ON,"P0602, P0171",15.6,ASIC CJ327 failure due to EOS,Customer Failure,Delphi,19686
Kia,2023,2023-11-22,QC-2023-096830,Engine jerking during acceleration,"P0302, P0616",18.02,Track burnt due to EOS,Customer Failure,Delphi,142256
Ashok Leyland,2025,2025-11-30,QC-2025-096831,Multiple warning lights ON,"U0155, P0694",17.85,Track burnt due to EOS,Customer Failure,Hanon,33213
Hyundai,2024,2024-03-15,QC-2024-096832,Transmission jerking,U0121,10.27,controller failure due to supplier production failure,Production Failure,Bosch,17344
M&M,2025,2025-09-08,QC-2025-096833,Multiple warning lights ON,"P0607, P0605",15.93,ASIC CJ327 failure due to EOS,Production Failure,STM,82558
Honda,2022,2022-05-01,QC-2022-096834,Brake warning light ON,C0082,12.56,Connector damage,Production Failure,Valeo,64744
Hyundai,2024,2024-08-27,QC-2024-096835,OBD Light ON,P0101,12.33,Sensor short due to moisture,Customer Failure,Bosch,200000
Toyota,2024,2024-08-09,QC-2024-096836,OBD Light ON,"P0069, P0174",12.72,Sensor short due to moisture,Customer Failure,STM,23987
Hyundai,2023,2023-12-15,QC-2023-096837,Rough idling,,12.92,NTF,Customer Failure,Bosch,32965
Hyundai,2025,2025-03-07,QC-2025-096838,Engine stalling,,11.9,NTF,According to Specification,Hanon,7416
Toyota,2020,2020-04-20,QC-2020-096839,Multiple warning lights ON,"P0610, P0605",14.79,ASIC CJ327 failure due to EOS,Customer Failure,STM,94085
TATA,2025,2025-04-13,QC-2025-096840,High fuel consumption,,13.21,NTF,According to Specification,Bosch,16936
Toyota,2025,2025-05-30,QC-2025-096841,Vehicle not starting,"P0306, P0302",16.82,Track burnt due to EOS,Customer Failure,STM,94654
Kia,2025,2025-06-20,QC-2025-096842,Engine stalling,"P0054, P0171, P0340",12.31,Sensor short due to moisture,Customer Failure,Bosch,35856
M&M,2025,2025-06-23,QC-2025-096843,Multiple warning lights ON,U0155,10.98,controller failure due to supplier production failure,Production Failure,Delphi,19954
Toyota,2025,2025-06-29,QC-2025-096844,Starting Problem,,13.63,NTF,According to Specification,Delphi,25825
Honda,2024,2024-08-02,QC-2024-096845,High fuel consumption,,13.46,NTF,According to Specification,Valeo,37948
Toyota,2023,2023-10-23,QC-2023-096846,Multiple warning lights ON,"U0155, P0301, P0481",18.3,Track burnt due to EOS,Customer Failure,Valeo,51011
Honda,2022,2022-02-13,QC-2022-096847,OBD Light ON,P0101,12.81,Sensor short due to moisture,Customer Failure,Valeo,42153
Hyundai,2023,2023-07-12,QC-2023-096848,Brake warning light ON,C0265,12.8,Connector damage,Customer Failure,Valeo,22557
Honda,2023,2023-02-01,QC-2023-096849,ABS warning light ON,C0045,13.29,Connector damage,Production Failure,Hanon,89522
Honda,2023,2023-03-29,QC-2023-096850,Low pickup,,13.19,NTF,According to Specification,Delphi,21507
Kia,2025,2025-12-03,QC-2025-096851,Engine stalling,P0340,13.45,NTF,Customer Failure,Delphi,45938
Toyota,2024,2024-01-23,QC-2024-096852,OBD Light ON,,13.55,NTF,According to Specification,Hanon,121185
Ashok Leyland,2024,2024-12-25,QC-2024-096853,Brake warning light ON,"C0460, P0572",13.58,Connector damage,Customer Failure,Valeo,88490
TATA,2023,2023-03-19,QC-2023-096854,Starting Problem,,14.01,NTF,According to Specification,STM,20566
Toyota,2025,2025-08-07,QC-2025-096855,Starting Problem,P0113,12.15,Sensor short due to moisture,Customer Failure,Valeo,38892
M&M,2020,2020-07-12,QC-2020-096856,Rough idling,,13.38,NTF,According to Specification,Bosch,49504
Honda,2023,2023-11-13,QC-2023-096857,OBD Light ON,P0420,13.25,NTF,According to Specification,Bosch,17250
Hyundai,2020,2020-05-26,QC-2020-096858,Engine overheating,"P0482, P0303, U0155, P0353",16.86,Track burnt due to EOS,Customer Failure,Bosch,64822
Toyota,2021,2021-12-24,QC-2021-096859,ABS warning light ON,C0036,13.73,Connector damage,Production Failure,Delphi,48637
Kia,2024,2024-09-24,QC-2024-096860,Brake warning light ON,B1045,12.82,Connector damage,Production Failure,Valeo,98094
Hyundai,2025,2025-08-15,QC-2025-096861,OBD Light ON,B1031,12.82,Connector damage,Production Failure,Hanon,179992
M&M,2023,2023-06-25,QC-2023-096862,ABS warning light ON,C0031,12.92,Connector damage,Customer Failure,Delphi,100480
M&M,2022,2022-07-07,QC-2022-096863,OBD Light ON,,12.62,NTF,According to Specification,Delphi,32763
Honda,2021,2021-12-31,QC-2021-096864,Starting Problem,,12.57,NTF,Customer Failure,Valeo,3869
Toyota,2024,2024-09-06,QC-2024-096865,ABS warning light ON,"C0036, B1234",14.03,Connector damage,Customer Failure,Bosch,131039
Hyundai,2023,2023-04-25,QC-2023-096866,Engine jerking during acceleration,"P0305, P0562, P0692, P0563",20.37,Track burnt due to EOS,Customer Failure,Valeo,38682
Hyundai,2023,2023-07-16,QC-2023-096867,Engine stalling,P0073,13.9,Sensor short due to moisture,Production Failure,Delphi,78869
Honda,2024,2024-10-19,QC-2024-096868,Multiple warning lights ON,B1031,12.71,Connector damage,Production Failure,Bosch,85101
Hyundai,2025,2025-07-08,QC-2025-096869,Starting Problem,"P0615, P0304, P0694, U0001, U0073",17.45,Track burnt due to EOS,Customer Failure,Delphi,220000
Hyundai,2022,2022-06-07,QC-2022-096870,Engine stalling,P0420,12.92,NTF,According to Specification,Valeo,24711
Toyota,2023,2023-12-12,QC-2023-096871,OBD Light ON,P0455,12.6,NTF,Production Failure,Valeo,22318
TATA,2023,2023-11-14,QC-2023-096872,Engine stalling,,12.82,NTF,According to Specification,Hanon,35987
TATA,2024,2024-01-05,QC-2024-096873,Multiple warning lights ON,U0001,9.3,controller failure due to supplier production failure,Production Failure,Delphi,8970
Hyundai,2022,2022-05-22,QC-2022-096874,Battery warning light ON,P0611,14.77,ASIC CJ327 failure due to EOS,Customer Failure,STM,16493
Toyota,2025,2025-03-15,QC-2025-096875,Brake warning light ON,"C0265, C0460",13.51,Connector damage,Production Failure,Bosch,222663
Hyundai,2020,2020-03-23,QC-2020-096876,Starting Problem,,13.21,NTF,According to Specification,Bosch,104814
M&M,2025,2025-08-16,QC-2025-096877,Starting Problem,"P0305, P1682",18.11,Track burnt due to EOS,Customer Failure,Bosch,153027
Ashok Leyland,2022,2022-07-03,QC-2022-096878,Low pickup,P0610,15.82,ASIC CJ327 failure due to EOS,Customer Failure,Hanon,48772
M&M,2024,2024-04-12,QC-2024-096879,Engine overheating,"P0693, P0303, P0301",18.64,Track burnt due to EOS,Customer Failure,Delphi,134494
TATA,2025,2025-08-04,QC-2025-096880,Engine overheating,P0072,11.89,Sensor short due to moisture,Customer Failure,Delphi,133897
Honda,2024,2024-06-23,QC-2024-096881,Rough idling,P0111,11.33,Sensor short due to moisture,Customer Failure,Bosch,108081
Honda,2023,2023-07-15,QC-2023-096882,OBD Light ON,P0327,14.29,NTF,According to Specification,Delphi,23306
M&M,2023,2023-05-02,QC-2023-096883,Multiple warning lights ON,U0114,10.88,controller failure due to supplier production failure,Production Failure,Valeo,20972
Hyundai,2024,2024-04-01,QC-2024-096884,Engine stalling,P0455,13.38,NTF,According to Specification,Valeo,46795
Honda,2025,2025-06-17,QC-2025-096885,Battery warning light ON,"P0560, P0306, P0615",19.27,Track burnt due to EOS,Customer Failure,Bosch,99586
Hyundai,2023,2023-04-05,QC-2023-096886,ABS warning light ON,"C0031, C0045, C0051",14.44,Connector damage,Production Failure,Bosch,36877
Ashok Leyland,2022,2022-06-11,QC-2022-096887,Rough idling,P0611,15.69,ASIC CJ327 failure due to EOS,Production Failure,STM,38978
M&M,2022,2022-02-25,QC-2022-096888,ABS warning light ON,B1045,14.25,Connector damage,Production Failure,Delphi,36879
M&M,2019,2019-04-24,QC-2019-096889,OBD Light ON,,13.5,NTF,According to Specification,STM,41833
Toyota,2025,2025-07-19,QC-2025-096890,Engine overheating,"P0691, P0303, U0101, P0692",18.83,Track burnt due to EOS,Customer Failure,Bosch,18821
Toyota,2025,2025-09-11,QC-2025-096891,Engine overheating,P0072,12.91,Sensor short due to moisture,Customer Failure,STM,29603
Toyota,2023,2023-01-25,QC-2023-096892,Low pickup,,13.48,NTF,Production Failure,Valeo,16731
TATA,2025,2025-11-13,QC-2025-096893,Low pickup,,13.14,NTF,According to Specification,Valeo,15313
M&M,2024,2024-03-11,QC-2024-096894,Engine overheating,"P0692, P0562, P0617, P0616",17.97,Track burnt due to EOS,Customer Failure,Hanon,58614
Hyundai,2019,2019-10-12,QC-2019-096895,High fuel consumption,P0610,15.59,ASIC CJ327 failure due to EOS,Production Failure,STM,47325
Toyota,2021,2021-05-05,QC-2021-096896,OBD Light ON,,13.48,NTF,According to Specification,Bosch,46650
Toyota,2023,2023-03-19,QC-2023-096897,Starting Problem,U0164,9.44,controller failure due to supplier production failure,Production Failure,Delphi,9313
Honda,2024,2024-07-13,QC-2024-096898,Engine overheating,"P0694, P0306, P0355",17.36,Track burnt due to EOS,Customer Failure,Bosch,38582
Honda,2021,2021-09-14,QC-2021-096899,Rough idling,P0455,13.78,NTF,According to Specification,Bosch,70548
Ashok Leyland,2023,2023-02-19,QC-2023-096900,OBD Light ON,,13.48,NTF,According to Specification,Delphi,60564
Kia,2024,2024-06-14,QC-2024-096901,Engine stalling,,13.93,NTF,According to Specification,Valeo,35877
Kia,2023,2023-04-04,QC-2023-096902,Starting Problem,C0550,13.55,Connector damage,Production Failure,STM,164281
Kia,2020,2020-05-24,QC-2020-096903,OBD Light ON,,13.42,NTF,According to Specification,Hanon,19668
Hyundai,2021,2021-02-09,QC-2021-096904,Engine overheating,"P0691, P0300, U0101, P0480, P0352, P0351",19.13,Track burnt due to EOS,Customer Failure,Bosch,18495
Hyundai,2024,2024-08-26,QC-2024-096905,OBD Light ON,P0456,14.11,NTF,According to Specification,Bosch,22874
Ashok Leyland,2025,2025-01-28,QC-2025-096906,OBD Light ON,P0457,13.16,NTF,According to Specification,STM,48442
Hyundai,2022,2022-12-28,QC-2022-096907,Low pickup,P0500,14.03,NTF,According to Specification,Hanon,17885
M&M,2020,2020-07-15,QC-2020-096908,Engine jerking during acceleration,P0608,14.92,ASIC CJ327 failure due to EOS,Customer Failure,STM,24176
Toyota,2023,2023-12-30,QC-2023-096909,OBD Light ON,,13.29,NTF,According to Specification,Delphi,55517
Hyundai,2021,2021-05-17,QC-2021-096910,Low pickup,,13.2,NTF,According to Specification,STM,62902
Kia,2019,2019-01-23,QC-2019-096911,Starting Problem,,13.88,NTF,According to Specification,Valeo,12449
Toyota,2025,2025-02-14,QC-2025-096912,Multiple warning lights ON,"U0114, U0122",10.55,controller failure due to supplier production failure,Production Failure,Delphi,90000
M&M,2022,2022-12-31,QC-2022-096913,Multiple warning lights ON,U0103,10.28,controller failure due to supplier production failure,Production Failure,Bosch,12259
TATA,2024,2024-11-20,QC-2024-096914,Rough idling,,13.15,NTF,According to Specification,Bosch,75869
TATA,2023,2023-05-28,QC-2023-096915,Engine stalling,P0097,11.98,Sensor short due to moisture,Customer Failure,Delphi,43986
Toyota,2025,2025-03-31,QC-2025-096916,OBD Light ON,,13.38,NTF,According to Specification,Delphi,36701
Kia,2023,2023-07-02,QC-2023-096917,Engine overheating,"P0356, P0562",18.84,Track burnt due to EOS,Customer Failure,Hanon,15163
Honda,2020,2020-10-24,QC-2020-096918,Brake warning light ON,C0550,12.91,Connector damage,Production Failure,Valeo,4330
Ashok Leyland,2024,2024-06-13,QC-2024-096919,OBD Light ON,U0100,13.86,NTF,According to Specification,Bosch,52639
Hyundai,2024,2024-10-21,QC-2024-096920,Engine stalling,,14.02,NTF,Customer Failure,Valeo,10239
Hyundai,2021,2021-12-08,QC-2021-096921,Starting Problem,P0111,13.12,Sensor short due to moisture,Customer Failure,Valeo,17030
Kia,2025,2025-07-08,QC-2025-096922,OBD Light ON,B1234,11.72,Connector damage,Production Failure,Valeo,39958
Honda,2022,2022-01-02,QC-2022-096923,Engine stalling,,13.61,NTF,According to Specification,Bosch,10483
Kia,2024,2024-03-13,QC-2024-096924,Engine overheating,,13.48,NTF,According to Specification,Valeo,21265
M&M,2023,2023-10-09,QC-2023-096925,High fuel consumption,P0101,13.18,Sensor short due to moisture,Customer Failure,STM,81132
Ashok Leyland,2023,2023-12-09,QC-2023-096926,Engine jerking during acceleration,"P0355, P0301",17.62,Track burnt due to EOS,Customer Failure,Bosch,29512
TATA,2022,2022-02-10,QC-2022-096927,High fuel consumption,,12.62,NTF,According to Specification,Delphi,23909
Toyota,2025,2025-10-09,QC-2025-096928,Low pickup,P0602,15.08,ASIC CJ327 failure due to EOS,Production Failure,Valeo,124479
Honda,2023,2023-12-03,QC-2023-096929,Rough idling,"P0069, U0100",12.01,Sensor short due to moisture,Customer Failure,Valeo,46494
M&M,2025,2025-07-05,QC-2025-096930,Engine stalling,,12.76,NTF,According to Specification,Bosch,73582
M&M,2025,2025-08-14,QC-2025-096931,Battery warning light ON,"P0560, P0353, P0692, U0100, P0691",17.42,Track burnt due to EOS,Customer Failure,Delphi,109167
Hyundai,2023,2023-06-08,QC-2023-096932,Engine stalling,P0196,12.59,Sensor short due to moisture,Customer Failure,Hanon,32503
M&M,2024,2024-03-09,QC-2024-096933,Engine stalling,P0328,14.3,NTF,According to Specification,STM,14529
Honda,2025,2025-09-09,QC-2025-096934,ABS warning light ON,"C0460, P0340",13.42,Connector damage,Production Failure,Bosch,45651
Hyundai,2025,2025-06-21,QC-2025-096935,Starting Problem,P0613,15.04,ASIC CJ327 failure due to EOS,Production Failure,STM,55241
