Customer,Year,Date,QC_Number,Customer Complaint,DTC,Voltage,Failure Analysis,Warranty Decision,Supplier,Mileage_km
TATA,2022,2022-08-25,QC-2022-044841,Battery warning light ON,P0563,14.96,ASIC CJ327 failure due to EOS,Production Failure,STM,68240
Ashok Leyland,2024,2024-07-10,QC-2024-044842,Multiple warning lights ON,U0073,11.5,controller failure due to supplier production failure,Production Failure,Bosch,17439
M&M,2024,2024-08-31,QC-2024-044843,Starting Problem,"P0615, P1682",17.29,Track burnt due to EOS,Customer Failure,Bosch,63238
Hyundai,2023,2023-10-04,QC-2023-044844,Brake warning light ON,B3055,13.33,Connector damage,Customer Failure,Valeo,60030
M&M,2023,2023-04-04,QC-2023-044845,OBD Light ON,P0456,13.08,NTF,According to Specification,Bosch,57229
Toyota,2024,2024-11-25,QC-2024-044846,Starting Problem,"P0562, P0563",18.34,Track burnt due to EOS,Customer Failure,STM,1000
Honda,2021,2021-07-13,QC-2021-044847,Multiple warning lights ON,"U0100, P0615",18.33,Track burnt due to EOS,Customer Failure,Delphi,26571
Toyota,2021,2021-11-20,QC-2021-044848,Vehicle not starting,"P0563, P0480, P0481, P0482",18.6,Track burnt due to EOS,Customer Failure,Bosch,55303
Honda,2023,2023-02-01,QC-2023-044849,Engine jerking during acceleration,"P0302, P0620",18.32,Track burnt due to EOS,Customer Failure,Hanon,73770
Kia,2020,2020-04-29,QC-2020-044850,OBD Light ON,P0171,13.84,NTF,According to Specification,Delphi,24642
M&M,2019,2019-07-16,QC-2019-044851,Engine overheating,P0118,12.69,Sensor short due to moisture,Customer Failure,Delphi,23879
TATA,2023,2023-11-30,QC-2023-044852,Engine stalling,,13.29,NTF,According to Specification,Valeo,48866
M&M,2024,2024-05-28,QC-2024-044853,Multiple warning lights ON,"U0001, P0300, P0302, P0303",17.61,Track burnt due to EOS,Customer Failure,Delphi,14635
Hyundai,2023,2023-05-20,QC-2023-044854,OBD Light ON,,12.99,NTF,According to Specification,Valeo,37409
TATA,2019,2019-11-26,QC-2019-044855,Multiple warning lights ON,U0100,10.17,controller failure due to supplier production failure,Production Failure,STM,43181
TATA,2022,2022-06-07,QC-2022-044856,Starting Problem,P0113,11.49,Sensor short due to moisture,Customer Failure,Valeo,6563
Ashok Leyland,2023,2023-08-13,QC-2023-044857,Engine jerking during acceleration,"P0302, P0620, U0155, P0562",18.4,Track burnt due to EOS,Customer Failure,STM,124772
Hyundai,2024,2024-11-16,QC-2024-044858,Starting Problem,"U0140, U0122",10.0,controller failure due to supplier production failure,Production Failure,Delphi,3157
Toyota,2023,2023-03-13,QC-2023-044859,Vehicle not starting,"P0480, P0615",16.16,Track burnt due to EOS,Customer Failure,Delphi,21480
Hyundai,2024,2024-07-14,QC-2024-044860,Engine overheating,"P0480, P0620, P0563",18.45,Track burnt due to EOS,Customer Failure,Bosch,2796
Kia,2021,2021-04-01,QC-2021-044861,OBD Light ON,,12.5,NTF,According to Specification,Delphi,7582
Toyota,2021,2021-06-20,QC-2021-044862,Engine overheating,"P0481, U0155",16.76,Track burnt due to EOS,Customer Failure,Delphi,105286
TATA,2024,2024-02-17,QC-2024-044863,Multiple warning lights ON,"P0303, P0304, P0482",18.33,Track burnt due to EOS,Customer Failure,Bosch,1000
Honda,2019,2019-01-10,QC-2019-044864,OBD Light ON,P0456,13.59,NTF,According to Specification,STM,64953
Hyundai,2023,2023-11-22,QC-2023-044865,ABS warning light ON,"C0045, C0036",13.68,Connector damage,Production Failure,Valeo,67616
Hyundai,2019,2019-08-21,QC-2019-044866,ABS warning light ON,B1234,13.18,Connector damage,Production Failure,Bosch,65914
Toyota,2021,2021-09-08,QC-2021-044867,Multiple warning lights ON,U0001,9.19,controller failure due to supplier production failure,Production Failure,Bosch,27053
Kia,2019,2019-09-10,QC-2019-044868,OBD Light ON,,13.35,NTF,According to Specification,STM,20426
Kia,2021,2021-05-20,QC-2021-044869,Multiple warning lights ON,U0122,10.66,controller failure due to supplier production failure,Production Failure,STM,20788
Ashok Leyland,2020,2020-12-01,QC-2020-044870,Low pickup,,12.5,NTF,According to Specification,Bosch,122279
Kia,2024,2024-05-02,QC-2024-044871,Vehicle not starting,"P0303, P0615, P0563",17.29,Track burnt due to EOS,Customer Failure,Valeo,104156
Ashok Leyland,2024,2024-04-05,QC-2024-044872,Rough idling,"P0303, P0480",18.43,Track burnt due to EOS,Customer Failure,Delphi,45347
Toyota,2023,2023-03-05,QC-2023-044873,Vehicle not starting,"P0481, U0101, P0563",18.35,Track burnt due to EOS,Customer Failure,STM,24817
Ashok Leyland,2022,2022-02-19,QC-2022-044874,Vehicle not starting,U0101,10.3,controller failure due to supplier production failure,Production Failure,Bosch,29166
M&M,2022,2022-07-31,QC-2022-044875,Rough idling,P0196,12.19,Sensor short due to moisture,Customer Failure,Delphi,47940
Ashok Leyland,2022,2022-06-17,QC-2022-044876,Transmission jerking,"U0101, P1682",16.88,Track burnt due to EOS,Customer Failure,Delphi,41247
M&M,2022,2022-04-11,QC-2022-044877,ABS warning light ON,C0031,12.68,Connector damage,Customer Failure,Hanon,39798
M&M,2022,2022-10-05,QC-2022-044878,Rough idling,P0196,12.31,Sensor short due to moisture,Customer Failure,Valeo,120508
Hyundai,2021,2021-12-06,QC-2021-044879,Low pickup,P0608,16.0,ASIC CJ327 failure due to EOS,Production Failure,STM,19382
Kia,2024,2024-06-22,QC-2024-044880,Transmission jerking,"U0101, P0562, P0620",17.64,Track burnt due to EOS,Customer Failure,Hanon,103723
Hyundai,2022,2022-07-03,QC-2022-044881,Engine overheating,P0038,12.53,Sensor short due to moisture,Customer Failure,Valeo,36879
Kia,2024,2024-06-05,QC-2024-044882,OBD Light ON,,12.89,NTF,According to Specification,Delphi,90500
TATA,2023,2023-01-27,QC-2023-044883,Brake warning light ON,"C0051, C0036, B1031",13.05,Connector damage,Production Failure,Bosch,43419
TATA,2021,2021-04-05,QC-2021-044884,Starting Problem,P0606,15.53,ASIC CJ327 failure due to EOS,Customer Failure,STM,91942
Toyota,2024,2024-05-12,QC-2024-044885,OBD Light ON,,12.5,NTF,According to Specification,Delphi,500
M&M,2019,2019-11-23,QC-2019-044886,Transmission jerking,U0164,9.0,controller failure due to supplier production failure,Production Failure,Bosch,500
Kia,2023,2023-07-09,QC-2023-044887,Rough idling,"P0069, P0118",13.5,Sensor short due to moisture,Customer Failure,Delphi,61588
Kia,2022,2022-09-09,QC-2022-044888,Vehicle not starting,U0103,11.07,controller failure due to supplier production failure,Production Failure,Bosch,28761
Ashok Leyland,2021,2021-06-10,QC-2021-044889,Engine overheating,"P0113, P0117",13.47,Sensor short due to moisture,Customer Failure,Hanon,2000
TATA,2024,2024-03-15,QC-2024-044890,OBD Light ON,,13.13,NTF,According to Specification,STM,58912
M&M,2020,2020-05-29,QC-2020-044891,Engine stalling,P0128,13.34,Sensor short due to moisture,Customer Failure,Hanon,86869
M&M,2022,2022-09-13,QC-2022-044892,Engine overheating,,13.32,NTF,According to Specification,Hanon,62523
Kia,2020,2020-10-18,QC-2020-044893,Multiple warning lights ON,P0607,15.39,ASIC CJ327 failure due to EOS,Production Failure,STM,21759
Ashok Leyland,2021,2021-06-09,QC-2021-044894,Vehicle not starting,U0100,10.95,controller failure due to supplier production failure,Production Failure,Hanon,5153
TATA,2024,2024-12-09,QC-2024-044895,Rough idling,P0054,13.09,Sensor short due to moisture,Customer Failure,Valeo,85862
Ashok Leyland,2023,2023-02-20,QC-2023-044896,Engine overheating,"P0481, P0615, P1682",17.95,Track burnt due to EOS,Customer Failure,Hanon,145376
Toyota,2022,2022-02-06,QC-2022-044897,Multiple warning lights ON,"U0001, U0155, P1682",16.1,Track burnt due to EOS,Customer Failure,Delphi,1000
Kia,2021,2021-03-05,QC-2021-044898,Rough idling,"P0112, P0072",12.14,Sensor short due to moisture,Customer Failure,Bosch,106464
Kia,2022,2022-12-21,QC-2022-044899,Vehicle not starting,"U0101, P0620, P0303",18.06,Track burnt due to EOS,Customer Failure,Delphi,71981
Kia,2024,2024-09-11,QC-2024-044900,Multiple warning lights ON,U0122,10.71,controller failure due to supplier production failure,Production Failure,Bosch,51581
Toyota,2023,2023-08-07,QC-2023-044901,Multiple warning lights ON,U0184,10.93,controller failure due to supplier production failure,Production Failure,Delphi,32088
TATA,2022,2022-11-27,QC-2022-044902,OBD Light ON,,13.51,NTF,According to Specification,Hanon,64250
Kia,2021,2021-07-26,QC-2021-044903,Engine overheating,P0131,12.33,Sensor short due to moisture,Customer Failure,Bosch,47690
Hyundai,2023,2023-04-30,QC-2023-044904,Low pickup,,14.02,NTF,According to Specification,Bosch,48274
Honda,2021,2021-06-06,QC-2021-044905,Starting Problem,,12.99,NTF,According to Specification,Hanon,6097
M&M,2024,2024-11-29,QC-2024-044906,Engine overheating,,12.94,NTF,According to Specification,STM,36341
TATA,2022,2022-03-04,QC-2022-044907,Starting Problem,P0113,12.01,Sensor short due to moisture,Customer Failure,Bosch,2000
Toyota,2024,2024-01-20,QC-2024-044908,OBD Light ON,,13.73,NTF,According to Specification,Hanon,52752
Toyota,2022,2022-08-22,QC-2022-044909,Rough idling,,13.44,NTF,According to Specification,Delphi,39258
Kia,2023,2023-07-07,QC-2023-044910,Starting Problem,P0607,16.0,ASIC CJ327 failure due to EOS,Customer Failure,STM,48579
TATA,2021,2021-08-22,QC-2021-044911,Starting Problem,U0103,9.53,controller failure due to supplier production failure,Production Failure,STM,500
Hyundai,2023,2023-08-13,QC-2023-044912,Engine jerking during acceleration,"P0302, U0100, P0481",16.7,Track burnt due to EOS,Customer Failure,Hanon,142194
Honda,2024,2024-03-18,QC-2024-044913,Brake warning light ON,C0265,13.67,Connector damage,Production Failure,Hanon,34814
Kia,2023,2023-12-13,QC-2023-044914,Battery warning light ON,"P0562, P0620",18.73,Track burnt due to EOS,Customer Failure,Delphi,151202
Honda,2023,2023-03-02,QC-2023-044915,Brake warning light ON,C0460,13.05,Connector damage,Production Failure,Delphi,99323
Toyota,2019,2019-07-24,QC-2019-044916,Rough idling,"P0607, P0562",15.07,ASIC CJ327 failure due to EOS,Customer Failure,STM,18349
Toyota,2023,2023-03-27,QC-2023-044917,Multiple warning lights ON,P0602,16.0,ASIC CJ327 failure due to EOS,Customer Failure,Bosch,65045
Honda,2021,2021-05-04,QC-2021-044918,Low pickup,,12.89,NTF,According to Specification,Valeo,500
Honda,2023,2023-07-29,QC-2023-044919,Battery warning light ON,"P0620, P0301, P0302",16.1,Track burnt due to EOS,Customer Failure,STM,78664
TATA,2023,2023-03-29,QC-2023-044920,Brake warning light ON,C0031,13.84,Connector damage,Production Failure,Valeo,93744
Hyundai,2024,2024-06-08,QC-2024-044921,OBD Light ON,,12.5,NTF,According to Specification,STM,500
M&M,2024,2024-10-18,QC-2024-044922,Multiple warning lights ON,P0607,15.76,ASIC CJ327 failure due to EOS,Customer Failure,Bosch,37643
M&M,2024,2024-01-03,QC-2024-044923,Starting Problem,"P0562, U0101, P0480",16.18,Track burnt due to EOS,Customer Failure,Bosch,158944
Kia,2023,2023-04-12,QC-2023-044924,Battery warning light ON,"P0620, P0480, P1682",17.23,Track burnt due to EOS,Customer Failure,Hanon,47138
TATA,2024,2024-07-12,QC-2024-044925,Battery warning light ON,"P1682, U0101, P0562, P0620",19.08,Track burnt due to EOS,Customer Failure,STM,69771
Honda,2022,2022-04-18,QC-2022-044926,Engine overheating,"P0480, P0300, P0301",18.23,Track burnt due to EOS,Customer Failure,Valeo,66015
Hyundai,2022,2022-10-09,QC-2022-044927,Low pickup,,12.96,NTF,According to Specification,Delphi,58370
Hyundai,2019,2019-01-11,QC-2019-044928,Low pickup,P0610,15.69,ASIC CJ327 failure due to EOS,Customer Failure,Valeo,37726
Honda,2022,2022-06-09,QC-2022-044929,ABS warning light ON,B1031,12.9,Connector damage,Customer Failure,Hanon,59016
Hyundai,2020,2020-05-29,QC-2020-044930,Multiple warning lights ON,U0100,10.81,controller failure due to supplier production failure,Production Failure,Bosch,35872
Kia,2023,2023-01-23,QC-2023-044931,Engine overheating,"P0481, P0615, P1682",18.02,Track burnt due to EOS,Customer Failure,Hanon,90894
Honda,2024,2024-09-29,QC-2024-044932,Engine stalling,P0117,12.33,Sensor short due to moisture,Customer Failure,STM,2000
TATA,2020,2020-06-01,QC-2020-044933,Rough idling,P0456,13.74,NTF,According to Specification,STM,26880
Ashok Leyland,2023,2023-05-01,QC-2023-044934,Engine overheating,"P0303, P0620, P0480",18.13,Track burnt due to EOS,Customer Failure,Bosch,34971
M&M,2023,2023-07-16,QC-2023-044935,Rough idling,"P0300, P0480, U0155",19.17,Track burnt due to EOS,Customer Failure,Delphi,31667
M&M,2023,2023-02-17,QC-2023-044936,Engine overheating,,14.13,NTF,According to Specification,STM,85196
Honda,2024,2024-06-19,QC-2024-044937,Engine stalling,,13.35,NTF,According to Specification,Hanon,93576
Kia,2020,2020-09-09,QC-2020-044938,Multiple warning lights ON,"U0155, U0101, P0615",17.53,Track burnt due to EOS,Customer Failure,Delphi,72599
TATA,2024,2024-01-24,QC-2024-044939,Transmission jerking,"U0101, U0184",10.66,controller failure due to supplier production failure,Production Failure,Valeo,56271
M&M,2023,2023-08-29,QC-2023-044940,ABS warning light ON,C0045,12.5,Connector damage,Customer Failure,Valeo,76929
Toyota,2022,2022-08-18,QC-2022-044941,Vehicle not starting,"U0122, U0001",10.47,controller failure due to supplier production failure,Production Failure,STM,500
Ashok Leyland,2024,2024-06-10,QC-2024-044942,Engine overheating,"P0482, P0620, P0303, P0563, P0304",16.76,Track burnt due to EOS,Customer Failure,Delphi,121263
Ashok Leyland,2021,2021-12-29,QC-2021-044943,Multiple warning lights ON,P0606,14.97,ASIC CJ327 failure due to EOS,Customer Failure,STM,60224
Honda,2022,2022-08-13,QC-2022-044944,Battery warning light ON,"P0605, P0562",15.14,ASIC CJ327 failure due to EOS,Production Failure,Valeo,9702
TATA,2021,2021-05-24,QC-2021-044945,Multiple warning lights ON,"U0100, P0481",18.34,Track burnt due to EOS,Customer Failure,STM,80330
M&M,2021,2021-07-21,QC-2021-044946,High fuel consumption,P0135,12.84,Sensor short due to moisture,Customer Failure,Bosch,78478
Hyundai,2019,2019-10-17,QC-2019-044947,Rough idling,,12.89,NTF,According to Specification,Valeo,14330
TATA,2021,2021-08-01,QC-2021-044948,Low pickup,,13.25,NTF,According to Specification,STM,58494
Hyundai,2023,2023-10-26,QC-2023-044949,Multiple warning lights ON,B3055,13.14,Connector damage,Production Failure,Bosch,93393
TATA,2024,2024-11-11,QC-2024-044950,Starting Problem,,12.72,NTF,According to Specification,Delphi,64210
Hyundai,2024,2024-12-26,QC-2024-044951,Engine stalling,,13.23,NTF,According to Specification,Bosch,58446
Honda,2024,2024-09-04,QC-2024-044952,Multiple warning lights ON,U0001,10.15,controller failure due to supplier production failure,Production Failure,Delphi,43643
Honda,2021,2021-04-15,QC-2021-044953,Starting Problem,P0112,12.86,Sensor short due to moisture,Customer Failure,Valeo,39382
Honda,2021,2021-06-05,QC-2021-044954,Multiple warning lights ON,U0073,9.59,controller failure due to supplier production failure,Production Failure,Delphi,49822
TATA,2024,2024-05-28,QC-2024-044955,Multiple warning lights ON,"B1234, C0045, B2960",13.67,Connector damage,Production Failure,Valeo,92037
Kia,2024,2024-02-19,QC-2024-044956,OBD Light ON,P0455,12.69,NTF,According to Specification,Hanon,47063
TATA,2021,2021-11-27,QC-2021-044957,Rough idling,,12.67,NTF,According to Specification,Valeo,8864
Kia,2019,2019-08-22,QC-2019-044958,OBD Light ON,,13.44,NTF,According to Specification,Hanon,45785
Kia,2024,2024-06-17,QC-2024-044959,Engine overheating,"P0482, P0562, P1682, P0620, P0301",17.69,Track burnt due to EOS,Customer Failure,Hanon,122154
Toyota,2024,2024-06-04,QC-2024-044960,Engine overheating,P0456,13.29,NTF,According to Specification,Hanon,60221
Toyota,2019,2019-07-17,QC-2019-044961,OBD Light ON,B1234,13.48,Connector damage,Production Failure,STM,150437
M&M,2024,2024-11-22,QC-2024-044962,Engine stalling,"P0615, U0155, U0001, P0563",18.25,Track burnt due to EOS,Customer Failure,Valeo,42440
M&M,2022,2022-11-06,QC-2022-044963,Vehicle not starting,"P0615, U0100, P1682, P0481, P0562",16.62,Track burnt due to EOS,Customer Failure,Bosch,105932
Toyota,2020,2020-09-01,QC-2020-044964,OBD Light ON,P0456,13.14,NTF,According to Specification,Bosch,70258
Kia,2024,2024-05-30,QC-2024-044965,Vehicle not starting,U0155,10.39,controller failure due to supplier production failure,Production Failure,Bosch,27795
Honda,2021,2021-03-15,QC-2021-044966,Engine overheating,"P0481, P0482, P0480",17.79,Track burnt due to EOS,Customer Failure,Valeo,19818
TATA,2022,2022-01-31,QC-2022-044967,ABS warning light ON,C0051,13.05,Connector damage,Production Failure,Delphi,130646
Kia,2020,2020-03-31,QC-2020-044968,OBD Light ON,,13.55,NTF,According to Specification,Hanon,50091
Toyota,2021,2021-09-03,QC-2021-044969,ABS warning light ON,U0121,9.6,controller failure due to supplier production failure,Production Failure,Hanon,23836
TATA,2024,2024-06-27,QC-2024-044970,OBD Light ON,,13.51,NTF,According to Specification,Delphi,24507
Ashok Leyland,2023,2023-08-25,QC-2023-044971,OBD Light ON,,12.89,NTF,According to Specification,Delphi,85368
Ashok Leyland,2024,2024-08-05,QC-2024-044972,Battery warning light ON,"P0302, U0101, P0480",19.26,Track burnt due to EOS,Customer Failure,Delphi,58720
Ashok Leyland,2023,2023-04-20,QC-2023-044973,Rough idling,P0604,15.65,ASIC CJ327 failure due to EOS,Customer Failure,STM,107970
Hyundai,2022,2022-09-15,QC-2022-044974,Engine overheating,P0420,12.5,NTF,According to Specification,Valeo,5749
M&M,2023,2023-04-11,QC-2023-044975,Battery warning light ON,"P0620, U0101",18.97,Track burnt due to EOS,Customer Failure,Hanon,79869
Ashok Leyland,2023,2023-02-03,QC-2023-044976,Multiple warning lights ON,"U0121, U0001",10.83,controller failure due to supplier production failure,Production Failure,Bosch,10616
Honda,2023,2023-01-04,QC-2023-044977,Engine stalling,,12.82,NTF,According to Specification,STM,500
TATA,2020,2020-07-10,QC-2020-044978,Engine stalling,P0128,12.39,Sensor short due to moisture,Customer Failure,Hanon,83996
Hyundai,2023,2023-12-18,QC-2023-044979,Rough idling,P0196,13.5,Sensor short due to moisture,Customer Failure,Valeo,31936
M&M,2022,2022-05-13,QC-2022-044980,Starting Problem,P0562,15.62,ASIC CJ327 failure due to EOS,Customer Failure,Delphi,6498
M&M,2023,2023-03-31,QC-2023-044981,OBD Light ON,,13.27,NTF,According to Specification,STM,40947
Honda,2023,2023-09-19,QC-2023-044982,ABS warning light ON,C0045,12.52,Connector damage,Production Failure,Bosch,91935
